COURSE CODE,COURSE TITLE,SLOT
STS3007,Advanced Competitive Coding - I,D1+TD1
STS3007,Advanced Competitive Coding - I,D1+TD1
STS3007,Advanced Competitive Coding - I,D1+TD1
STS3007,Advanced Competitive Coding - I,D2+TD2
STS3007,Advanced Competitive Coding - I,D2+TD2
STS3007,Advanced Competitive Coding - I,D2+TD2
STS3007,Advanced Competitive Coding - I,E1+TE1
STS3007,Advanced Competitive Coding - I,E1+TE1
STS3007,Advanced Competitive Coding - I,E1+TE1
STS3007,Advanced Competitive Coding - I,E2+TE2
STS3007,Advanced Competitive Coding - I,E2+TE2
STS3007,Advanced Competitive Coding - I,E2+TE2
STS3007,Advanced Competitive Coding - I,E2+TE2
STS3007,Advanced Competitive Coding - I,F1+TF1
STS3007,Advanced Competitive Coding - I,F1+TF1
STS3007,Advanced Competitive Coding - I,F2+TF2
STS3007,Advanced Competitive Coding - I,F2+TF2
STS3007,Advanced Competitive Coding - I,G1+TG1
STS3007,Advanced Competitive Coding - I,G1+TG1
STS3007,Advanced Competitive Coding - I,G1+TG1
STS3007,Advanced Competitive Coding - I,G2+TG2
STS3007,Advanced Competitive Coding - I,G2+TG2
STS3007,Advanced Competitive Coding - I,G2+TG2
STS3007,Advanced Competitive Coding - I,G2+TG2
SWE1002,Principles of Software Engineering,B1+TB1
SWE1002,Principles of Software Engineering,B1+TB1
SWE1002,Principles of Software Engineering,B2+TB2
SWE1002,Principles of Software Engineering,B2+TB2
SWE1002,Principles of Software Engineering,D1+TD1
SWE1002,Principles of Software Engineering,D1+TD1
SWE1002,Principles of Software Engineering,D2+TD2
SWE1002,Principles of Software Engineering,D2+TD2
SWE2001,Data Structures and  Its Applications,A1+TA1
SWE2001,Data Structures and  Its Applications,A1+TA1
SWE2001,Data Structures and  Its Applications,A2+TA2
SWE2001,Data Structures and  Its Applications,A2+TA2
SWE2001,Data Structures and  Its Applications,C1+TC1
SWE2001,Data Structures and  Its Applications,C1+TC1
SWE2001,Data Structures and  Its Applications,C2+TC2
SWE2001,Data Structures and  Its Applications,C2+TC2
SWE2007,Fundamentals of Operating Systems,B1+TB1
SWE2007,Fundamentals of Operating Systems,B1+TB1
SWE2007,Fundamentals of Operating Systems,B2+TB2
SWE2007,Fundamentals of Operating Systems,B2+TB2
SWE2007,Fundamentals of Operating Systems,D1+TD1
SWE2007,Fundamentals of Operating Systems,D1+TD1
SWE2007,Fundamentals of Operating Systems,D2+TD2
SWE2007,Fundamentals of Operating Systems,D2+TD2
SWE2008,Object Oriented Analysis and Design,A1+TA1
SWE2008,Object Oriented Analysis and Design,A2+TA2
SWE2008,Object Oriented Analysis and Design,C1+TC1
SWE2008,Object Oriented Analysis and Design,C2+TC2
SWE2009,Analysis of Algorithms,B1+TB1
SWE2009,Analysis of Algorithms,B2+TB2
SWE2009,Analysis of Algorithms,D1+TD1
SWE3002,Software Project Management,E1+TE1
SWE3002,Software Project Management,E2+TE2
SWE3002,Software Project Management,F1+TF1
SWE3004,Front End Design and Testing,A1+TA1
SWE3004,Front End Design and Testing,A2+TA2
SWE3004,Front End Design and Testing,C1+TC1
SWE4001,Internet and Web Technologies,E1+TE1
SWE4001,Internet and Web Technologies,E1+TE1
SWE4001,Internet and Web Technologies,E2+TE2
SWE4001,Internet and Web Technologies,F1+TF1
SWE4001,Internet and Web Technologies,F2+TF2
SWE4001,Internet and Web Technologies,F2+TF2
SWE4007,Software Application Architecture,B1+TB1
SWE4007,Software Application Architecture,B2+TB2
TEC3001,Design Thinking,F1+TFF1
